Full name,Unique Employee ID,Department,Position,Employee Type,Employee Type 2,Working hours,Hourly rate,Employment start date,Reporting to,Reporting to ID,Separation Reason,Gender,Ethnicity,Age,Termination Date ,Region,Report Date
Daniel Nelson,854230,HR,Location manager,Contractor,Permanent,32,70.40553052,2019-02-08,Manager 13,37,,Female,Group B,22,,East,2023-09-01
Shannon Brown,948410,HR,"Teacher, music",Contractor,Permanent,32,47.27854826,2019-02-10,Manager 49,36,Voluntary,Male,Group E,42,2020-08-24,East,2023-09-01
Dakota Miller,980464,Production,Sub,Contractor,Temporary,24,87.59504552,2019-02-10,Manager 1,19,,Male,Group A,42,,North,2023-09-01
Sarah Jones,777485,Tech,Surgeon,Contractor,Permanent,24,30.3086017,2019-02-13,Manager 39,35,Involuntary,Male,Group A,66,2019-12-11,Central,2023-09-01
Scott Russell,518398,Sales,Hydrologist,Part-time,Permanent,24,74.81791287,2019-02-14,Manager 41,34,Involuntary,Female,Group D,34,2019-09-08,South,2023-09-01
Jamie Mullins,168104,Sales,Printmaker,Part-time,Temporary,32,78.35282693,2019-02-15,Manager 39,35,,Female,Group E,37,,Midwest,2023-09-01
Amber White,626238,Marketing,Wellsite geologist,Part-time,Permanent,32,71.94627466,2019-02-16,Manager 37,7,Involuntary,Female,Group D,66,2019-04-29,Central,2023-09-01
Jacob Torres,957074,Business Management,Occupational hygienist,Contractor,Temporary,32,21.39589768,2019-02-16,Manager 42,15,,Female,Group E,50,,North,2023-09-01
Cynthia Gay,920467,Marketing,Research scientist (medical),Part-time,Temporary,32,73.43349994,2019-02-19,Manager 42,15,,Male,Group D,25,,East,2023-09-01
Lisa Miller,731565,Tech,Chartered legal executive (England and Wales),Contractor,Permanent,32,56.7413108,2019-02-21,Manager 19,30,,Female,Group E,45,,North,2023-09-01
Michael Golden,145217,Sales,"Engineer, biomedical",Full-time,Permanent,40,85.53141154,2019-02-22,Manager 8,17,,Female,Group E,21,,Northwest,2023-09-01
Angela Miller,602062,HR,Aeronautical engineer,Full-time,Temporary,40,47.50409066,2019-02-22,Manager 28,6,Involuntary,Female,Group B,40,2020-02-06,Midwest,2023-09-01
Matthew Turner,663858,Marketing,"Research officer, political party",Part-time,Temporary,24,64.00128538,2019-02-22,Manager 23,27,Involuntary,Female,Group A,52,2021-08-08,South,2023-09-01
Sandra Wagner,849776,Production,Press photographer,Contractor,Permanent,40,40.36724507,2019-02-22,Manager 27,1,Involuntary,Male,Group A,27,2022-12-05,Northwest,2023-09-01
Alan Harris,640919,Sales,Occupational therapist,Full-time,Temporary,40,25.93549549,2019-02-23,Manager 22,47,,Female,Group B,29,,East,2023-09-01
Donna Parsons,315808,Logistics,Theatre director,Full-time,Temporary,40,30.92524809,2019-02-26,Manager 2,40,,Female,Group E,41,,South,2023-09-01
Lisa Grant,766263,Legal,Insurance account manager,Part-time,Temporary,32,26.49340022,2019-02-27,Manager 11,16,Voluntary,Female,Group B,57,2021-09-15,Central,2023-09-01
Dorothy Huffman,577398,Logistics,Heritage manager,Full-time,Temporary,40,49.42892942,2019-02-28,Manager 37,7,Voluntary,Male,Group c,64,2020-08-06,Northwest,2023-09-01
Kimberly Holland,137361,Production,Technical author,Full-time,Temporary,40,41.50230777,2019-03-03,Manager 40,18,,Female,Group D,34,,South,2023-09-01
Anthony Allen,802525,Marketing,"Scientist, research (physical sciences)",Full-time,Temporary,40,26.50644295,2019-03-03,Manager 9,48,Voluntary,Male,Group A,27,2021-06-08,Midwest,2023-09-01
Sharon Martinez,180218,Tech,Associate Professor,Contractor,Temporary,24,56.45748812,2019-03-05,Manager 23,27,,Male,Group c,50,,Central,2023-09-01
Julia Little,394868,Sales,"Editor, commissioning",Part-time,Permanent,32,75.55435862,2019-03-06,Manager 14,49,,Female,Group A,23,,East,2023-09-01
Lauren Davis,931133,Tech,Chief Executive Officer,Full-time,Permanent,40,27.81467383,2019-03-06,Manager 22,47,Voluntary,Female,Group A,30,2022-03-26,Midwest,2023-09-01
Robert Gonzalez,557228,Sales,"Psychotherapist, dance movement",Contractor,Temporary,24,22.48653501,2019-03-07,Manager 36,32,,Female,Group c,44,,North,2023-09-01
Jeff Mclean,735912,Logistics,"Engineer, technical sales",Contractor,Permanent,40,87.88292158,2019-03-11,Manager 39,35,,Female,Group D,48,,Central,2023-09-01
Jason Robinson,886197,HR,Lobbyist,Contractor,Temporary,32,41.8706912,2019-03-11,Manager 23,27,,Male,Group D,44,,East,2023-09-01
Sherry Long,506794,Marketing,"Designer, fashion/clothing",Full-time,Temporary,40,62.86218765,2019-03-14,Manager 36,32,,Female,Group A,52,,South,2023-09-01
Linda Glover,125642,IT,"Engineer, manufacturing systems",Part-time,Temporary,24,53.14930775,2019-03-16,Manager 2,40,,Male,Group E,56,,Northwest,2023-09-01
Angelica Walker,250860,Accounting,Acupuncturist,Full-time,Temporary,40,62.76578324,2019-03-16,Manager 38,38,,Male,Group c,53,,South,2023-09-01
Michael Harrison,821854,Marketing,Contracting civil engineer,Part-time,Permanent,32,66.10182908,2019-03-16,Manager 9,48,Involuntary,Male,Group A,59,2021-09-25,South,2023-09-01
Robert Flowers,832416,IT,"Nurse, adult",Contractor,Permanent,32,23.16687288,2019-03-16,Manager 23,27,,Female,Group c,50,,Midwest,2023-09-01
Theresa Short,157957,Sales,Outdoor activities/education manager,Full-time,Permanent,40,82.1793901,2019-03-17,Manager 47,3,,Male,Group B,48,,East,2023-09-01
Kara Donaldson,491914,Logistics,"Accountant, chartered certified",Contractor,Permanent,32,33.39043513,2019-03-20,Manager 45,12,Voluntary,Male,Group D,33,2020-07-05,Central,2023-09-01
Patrick Henderson,731141,Sales,Systems developer,Contractor,Temporary,24,89.41324363,2019-03-21,Manager 39,35,Involuntary,Female,Group A,67,2019-11-16,North,2023-09-01
Erica Stein,273496,Tech,"Teacher, adult education",Part-time,Temporary,32,56.56830901,2019-03-23,Manager 5,13,Involuntary,Female,Group c,64,2020-09-26,Midwest,2023-09-01
Chad Obrien,444223,HR,Multimedia specialist,Part-time,Permanent,32,34.6933144,2019-03-27,Manager 9,48,Voluntary,Female,Group c,53,2021-01-09,Central,2023-09-01
Kevin Nichols,509365,Legal,Maintenance engineer,Full-time,Temporary,40,70.06371825,2019-03-27,Manager 50,28,,Male,Group B,57,,East,2023-09-01
Rebekah Jones,799308,Production,Clinical psychologist,Contractor,Temporary,32,27.79684846,2019-03-27,Manager 19,30,,Female,Group c,66,,Central,2023-09-01
Tiffany Moore,369271,Sales,Purchasing manager,Part-time,Permanent,32,63.31413865,2019-03-28,Manager 3,14,,Female,Group A,34,,North,2023-09-01
Michael Arellano MD,497005,Production,Clinical biochemist,Full-time,Permanent,40,81.63635416,2019-03-29,Manager 37,7,,Male,Group A,43,,North,2023-09-01
Joseph Garcia,773960,Tech,"Engineer, water",Contractor,Permanent,40,87.95427447,2019-03-30,Manager 1,19,Involuntary,Male,Group B,37,2019-08-16,East,2023-09-01
Manuel Hensley,635918,Business Management,Hydrogeologist,Part-time,Permanent,24,28.12524543,2019-03-31,Manager 13,37,Involuntary,Female,Group E,35,2020-04-22,Midwest,2023-09-01
Todd Harris,717604,Marketing,Emergency planning/management officer,Contractor,Permanent,32,86.68924084,2019-03-31,Manager 27,1,,Female,Group E,54,,South,2023-09-01
Susan Smith,224112,Marketing,"Accountant, chartered",Part-time,Temporary,32,66.14193748,2019-04-01,Manager 42,15,,Female,Group A,58,,Central,2023-09-01
Destiny Davis,299173,Legal,"Administrator, local government",Part-time,Permanent,24,24.87659339,2019-04-01,Manager 6,50,,Male,Group B,53,,Midwest,2023-09-01
Devin Black PhD,411577,Business Management,Graphic designer,Contractor,Permanent,24,89.50304644,2019-04-03,Manager 19,30,,Male,Group B,30,,South,2023-09-01
Andrea Perez,936614,Logistics,"Scientist, forensic",Part-time,Temporary,32,53.21798792,2019-04-03,Manager 17,4,Involuntary,Female,Group A,50,2019-05-28,Midwest,2023-09-01
Mark Stephenson,649161,Accounting,"Therapist, occupational",Contractor,Temporary,24,52.26228122,2019-04-05,Manager 1,19,,Female,Group A,28,,Central,2023-09-01
Robert Lucas,863989,Accounting,"Exhibitions officer, museum/gallery",Full-time,Permanent,40,51.41295775,2019-04-05,Manager 31,2,Voluntary,Male,Group A,63,2019-07-31,North,2023-09-01
Tim Macias,127515,IT,Geophysicist/field seismologist,Part-time,Temporary,32,42.42463743,2019-04-06,Manager 4,5,,Male,Group D,36,,East,2023-09-01
Adam Fischer,269112,Accounting,Theme park manager,Part-time,Permanent,24,48.97966102,2019-04-06,Manager 41,34,,Female,Group B,62,,South,2023-09-01
Ashley Buchanan,752665,Logistics,Tourism officer,Full-time,Temporary,40,36.61850814,2019-04-06,Manager 34,10,,Male,Group c,39,,Midwest,2023-09-01
Cory Hale,140701,Legal,Pension scheme manager,Contractor,Temporary,40,24.38250553,2019-04-07,Manager 4,5,,Female,Group B,53,,North,2023-09-01
Angela Velez,569708,Business Management,Haematologist,Full-time,Permanent,40,21.38425567,2019-04-07,Manager 41,34,Voluntary,Female,Group B,66,2019-12-03,East,2023-09-01
Michael Aguirre,920535,Tech,Health and safety adviser,Contractor,Temporary,24,41.50495255,2019-04-07,Manager 39,35,,Female,Group c,45,,South,2023-09-01
Mrs. Jennifer Huber,303146,Accounting,Electronics engineer,Contractor,Temporary,32,77.52086988,2019-04-10,Manager 27,1,Voluntary,Female,Group B,56,2021-11-04,North,2023-09-01
Samuel Taylor DDS,811150,Logistics,Haematologist,Contractor,Temporary,24,26.74837111,2019-04-13,Manager 45,12,,Male,Group A,29,,South,2023-09-01
Mr. Ronnie Evans,281370,Business Management,Speech and language therapist,Contractor,Permanent,24,83.53499787,2019-04-14,Manager 39,35,,Female,Group D,63,,Northwest,2023-09-01
Melissa David,657331,Production,Software engineer,Full-time,Temporary,40,52.41372268,2019-04-15,Manager 22,47,,Male,Group E,61,,North,2023-09-01
Gwendolyn Coleman,611024,HR,Analytical chemist,Contractor,Permanent,24,81.07611689,2019-04-20,Manager 29,46,,Male,Group B,65,,Midwest,2023-09-01
Chelsea Gomez,690348,IT,Printmaker,Contractor,Permanent,32,31.60867694,2019-04-21,Manager 16,8,,Male,Group B,63,,Northwest,2023-09-01
Michael Hall,789413,IT,"Nurse, mental health",Full-time,Permanent,40,70.06963809,2019-04-21,Manager 12,24,Voluntary,Male,Group c,41,2020-07-08,Northwest,2023-09-01
Brian Sims,916111,Business Management,"Buyer, retail",Contractor,Temporary,24,72.72349232,2019-04-23,Manager 16,8,,Male,Group A,24,,East,2023-09-01
Julie Green,308389,Sales,Dispensing optician,Part-time,Permanent,32,41.38932701,2019-04-24,Manager 4,5,,Male,Group c,56,,North,2023-09-01
Cindy White,248542,Business Management,"Scientist, clinical (histocompatibility and immunogenetics)",Full-time,Permanent,40,49.45953992,2019-05-03,Manager 35,29,,Male,Group c,37,,North,2023-09-01
Denise George,393810,Marketing,Advertising account executive,Contractor,Temporary,40,21.30950246,2019-05-03,Manager 11,16,,Female,Group E,38,,South,2023-09-01
Alexandria Young,533710,Tech,"Therapist, art",Full-time,Temporary,40,71.92430344,2019-05-04,Manager 50,28,,Female,Group D,61,,Central,2023-09-01
Sydney Gonzalez,182187,Marketing,Adult guidance worker,Full-time,Temporary,40,42.34692156,2019-05-05,Manager 31,2,,Male,Group c,25,,Northwest,2023-09-01
Zoe Jones,672623,Sales,Personnel officer,Full-time,Temporary,40,76.44791626,2019-05-07,Manager 18,25,,Female,Group D,21,,Northwest,2023-09-01
Mr. Jimmy Fernandez,831042,Business Management,"Teacher, early years/pre",Contractor,Permanent,32,68.10709236,2019-05-07,Manager 33,9,Voluntary,Male,Group D,54,2021-05-18,Northwest,2023-09-01
John Thompson,915776,Accounting,Radio broadcast assistant,Full-time,Permanent,40,77.65560261,2019-05-07,Manager 2,40,,Female,Group B,30,,Central,2023-09-01
Sandra Sexton,275801,Accounting,Chief Financial Officer,Contractor,Permanent,40,60.97808273,2019-05-08,Manager 8,17,,Male,Group B,62,,Midwest,2023-09-01
David Patrick,906707,Marketing,Radio producer,Full-time,Temporary,40,49.41190068,2019-05-08,Manager 19,30,,Male,Group D,31,,East,2023-09-01
Mrs. Gina Jackson MD,764125,Tech,Archaeologist,Full-time,Permanent,40,78.98082923,2019-05-09,Manager 1,19,Involuntary,Male,Group A,44,2020-04-22,North,2023-09-01
Rachel Norris,370938,Sales,"Engineer, manufacturing",Part-time,Temporary,24,44.91232984,2019-05-10,Manager 28,6,Voluntary,Male,Group A,53,2019-08-01,North,2023-09-01
Trevor Adams,727342,Logistics,"Engineer, automotive",Full-time,Temporary,40,82.43317012,2019-05-11,Manager 46,11,Involuntary,Male,Group A,56,2022-05-10,Northwest,2023-09-01
James Conley,336027,Legal,Technical author,Full-time,Permanent,40,36.26585588,2019-05-13,Manager 42,15,,Female,Group D,52,,Northwest,2023-09-01
Amanda Jacobs,358313,Marketing,Ophthalmologist,Contractor,Temporary,32,69.44381959,2019-05-13,Manager 17,4,,Female,Group B,59,,North,2023-09-01
Keith Sparks,289259,Accounting,Hydrogeologist,Contractor,Temporary,32,78.79433726,2019-05-14,Manager 39,35,Voluntary,Male,Group B,31,2020-04-01,North,2023-09-01
Kristina Dunn,114836,Business Management,Public relations account executive,Full-time,Permanent,40,85.31524177,2019-05-15,Manager 3,14,Involuntary,Female,Group A,29,2023-02-10,North,2023-09-01
Mary Zimmerman,510726,Business Management,Chartered legal executive (England and Wales),Part-time,Permanent,24,47.97818521,2019-05-18,Manager 16,8,Voluntary,Female,Group B,54,2019-11-18,East,2023-09-01
Jennifer Lynch,458416,Sales,"Engineer, site",Part-time,Temporary,32,51.83781587,2019-05-20,Manager 37,7,,Female,Group A,50,,North,2023-09-01
Rodney Collins,440008,Sales,Barista,Contractor,Permanent,32,54.06470373,2019-05-21,Manager 49,36,,Female,Group c,37,,East,2023-09-01
John Brewer,643616,Sales,Industrial/product designer,Full-time,Permanent,40,38.17447476,2019-05-21,Manager 22,47,Involuntary,Male,Group c,63,2021-11-05,East,2023-09-01
Renee Burns,750321,HR,Volunteer coordinator,Contractor,Permanent,32,42.27555924,2019-05-21,Manager 19,30,,Female,Group B,66,,Northwest,2023-09-01
Charles Ellis,812371,IT,"Engineer, manufacturing systems",Full-time,Temporary,40,69.52375943,2019-05-21,Manager 7,31,,Female,Group B,21,,Midwest,2023-09-01
Michele Parsons,956084,Accounting,Television camera operator,Part-time,Permanent,32,51.58921137,2019-05-23,Manager 41,34,Voluntary,Female,Group A,28,2021-04-13,North,2023-09-01
Kristin Nguyen,134844,Sales,"Education officer, environmental",Contractor,Permanent,40,49.44210979,2019-05-24,Manager 18,25,,Female,Group c,40,,North,2023-09-01
Matthew Roberts,610340,HR,Medical laboratory scientific officer,Part-time,Temporary,32,36.09643117,2019-05-25,Manager 29,46,,Male,Group D,26,,Midwest,2023-09-01
Sarah Ballard,426267,Legal,Osteopath,Contractor,Permanent,24,85.04340796,2019-05-27,Manager 12,24,,Male,Group D,57,,South,2023-09-01
Heidi Valdez,564376,Production,Animator,Part-time,Temporary,32,53.98075634,2019-05-31,Manager 7,31,Involuntary,Male,Group E,25,2021-12-14,East,2023-09-01
Johnny Acosta,553249,Sales,Regulatory affairs officer,Part-time,Permanent,24,50.81408266,2019-06-03,Manager 41,34,,Male,Group A,60,,East,2023-09-01
Joshua Matthews,707471,Tech,Dealer,Part-time,Temporary,24,74.79516563,2019-06-06,Manager 48,42,,Male,Group D,49,,East,2023-09-01
Michael Lowe,673215,Accounting,Multimedia programmer,Contractor,Permanent,40,26.22524983,2019-06-07,Manager 19,30,Voluntary,Male,Group E,45,2022-12-22,South,2023-09-01
Luke Miller,419072,Tech,Haematologist,Contractor,Temporary,32,82.74496785,2019-06-09,Manager 47,3,,Male,Group A,46,,Northwest,2023-09-01
Aaron Fisher,688578,Marketing,"Therapist, music",Full-time,Permanent,40,21.94402153,2019-06-09,Manager 44,21,Involuntary,Female,Group E,52,2022-05-04,Central,2023-09-01
Daniel Frey,790630,Sales,Pharmacologist,Part-time,Temporary,32,74.3691801,2019-06-10,Manager 47,3,,Male,Group E,67,,North,2023-09-01
Crystal Mccarthy,154194,Sales,Information officer,Part-time,Temporary,24,83.37497794,2019-06-11,Manager 23,27,,Female,Group c,33,,North,2023-09-01
Joseph Moore,272311,Sales,"Surveyor, building control",Full-time,Temporary,40,69.4507847,2019-06-12,Manager 2,40,,Female,Group A,46,,North,2023-09-01
David Warner,311047,Accounting,Risk analyst,Part-time,Temporary,32,46.97225983,2019-06-12,Manager 45,12,,Male,Group D,52,,South,2023-09-01
Alexander Wilson,261785,Logistics,"Research officer, trade union",Contractor,Permanent,40,72.8705263,2019-06-14,Manager 12,24,Voluntary,Female,Group E,43,2021-03-07,Central,2023-09-01
Rachel Vargas,495791,Tech,Emergency planning/management officer,Full-time,Permanent,40,63.74088796,2019-06-14,Manager 42,15,Voluntary,Female,Group c,27,2022-01-02,Central,2023-09-01
Elizabeth Dunn,139772,Accounting,Chartered certified accountant,Part-time,Temporary,32,47.98310694,2019-06-16,Manager 11,16,,Female,Group c,59,,South,2023-09-01
Steven Barrett,922152,Business Management,Armed forces operational officer,Contractor,Permanent,24,76.63691701,2019-06-17,Manager 4,5,Involuntary,Male,Group A,63,2020-10-19,Central,2023-09-01
Kimberly Underwood,554141,HR,Commercial art gallery manager,Full-time,Permanent,40,89.64938208,2019-06-20,Manager 19,30,Involuntary,Male,Group A,49,2022-01-01,East,2023-09-01
Miss Deborah Henderson,906092,Tech,Special educational needs teacher,Full-time,Temporary,40,88.83754295,2019-06-24,Manager 43,39,Involuntary,Male,Group A,26,2022-07-05,East,2023-09-01
Julia Cook,440439,Legal,"Accountant, chartered management",Part-time,Temporary,24,40.91437347,2019-06-25,Manager 46,11,,Female,Group c,50,,Central,2023-09-01
Brian Jones,451297,Accounting,"Engineer, building services",Part-time,Permanent,24,54.98005153,2019-06-26,Manager 9,48,,Male,Group A,30,,Midwest,2023-09-01
Michelle Hunt,713924,Business Management,"Doctor, general practice",Contractor,Temporary,24,44.60312095,2019-06-27,Manager 20,23,Voluntary,Male,Group D,57,2022-08-13,Northwest,2023-09-01
Melanie Conley,824313,Marketing,Horticultural therapist,Full-time,Temporary,40,31.76982556,2019-06-27,Manager 7,31,Voluntary,Male,Group D,60,2021-07-24,Midwest,2023-09-01
Brittany Baker,406376,Tech,Barrister's clerk,Contractor,Permanent,40,36.86874748,2019-06-28,Manager 27,1,Involuntary,Male,Group E,47,2021-12-29,North,2023-09-01
Stefanie Simon,429252,Tech,Multimedia specialist,Part-time,Temporary,24,71.72869688,2019-06-28,Manager 29,46,,Male,Group E,61,,Midwest,2023-09-01
Donald Barnes,814201,Production,Theatre director,Contractor,Temporary,24,80.31458863,2019-06-28,Manager 42,15,Involuntary,Male,Group E,66,2022-10-01,Northwest,2023-09-01
Cassandra Bush DDS,208475,Production,"Teacher, special educational needs",Full-time,Temporary,40,69.80582068,2019-06-29,Manager 41,34,Involuntary,Male,Group D,46,2020-08-08,North,2023-09-01
Dylan Ross,599149,HR,Geochemist,Full-time,Permanent,40,48.97623379,2019-06-30,Manager 26,44,Involuntary,Male,Group c,31,2021-05-19,East,2023-09-01
Samantha Moore,716320,Sales,Quarry manager,Contractor,Temporary,32,39.12765892,2019-06-30,Manager 21,45,,Female,Group B,22,,Northwest,2023-09-01
Maria Klein,399786,IT,"Administrator, arts",Full-time,Temporary,40,58.57234917,2019-07-03,Manager 9,48,,Male,Group A,32,,Central,2023-09-01
